0	1
1	-3.2
2	5.62
3	-6.728
4	6.2374
5	-4.65354
6	2.97012
7	-1.60407
8	0.797377
9	-0.3233
10	0.147385
11	-0.0323313
12	0.0305693
13	0.0102476
14	0.0163441
15	0.0146371
16	0.0150852
17	0.0149745
18	0.0150003
19	0.0149946
20	0.0149958
21	0.0149955
22	0.0149956
23	0.0149956
24	0.0149956
25	0.0149956
26	0.0149956
27	0.0149956
28	0.0149956
29	0.0149956
30	0.0149956
31	0.0149956
32	0.0149956
33	0.0149956
34	0.0149956
35	0.0149956
36	0.0149956
37	0.0149956
38	0.0149956
39	0.0149956
40	0.0149956
41	0.0149956
42	0.0149956
43	0.0149956
44	0.0149956
45	0.0149956
46	0.0149956
47	0.0149956
48	0.0149956
49	0.0149956
50	0.0149956
51	0.0149956
52	0.0149956
53	0.0149956
54	0.0149956
55	0.0149956
56	0.0149956
57	0.0149956
58	0.0149956
59	0.0149956
60	0.0149956
61	0.0149956
62	0.0149956
63	0.0149956
64	0.0149956
65	0.0149956
66	0.0149956
67	0.0149956
68	0.0149956
69	0.0149956
70	0.0149956
71	0.0149956
72	0.0149956
73	0.0149956
74	0.0149956
75	0.0149956
76	0.0149956
77	0.0149956
78	0.0149956
79	0.0149956
80	0.0149956
81	0.0149956
82	0.0149956
83	0.0149956
84	0.0149956
85	0.0149956
86	0.0149956
87	0.0149956
88	0.0149956
89	0.0149956
90	0.0149956
91	0.0149956
92	0.0149956
93	0.0149956
94	0.0149956
95	0.0149956
96	0.0149956
97	0.0149956
98	0.0149956
99	0.0149956
100	0.0149956
