1	-1.9999999999999996e-01	1.6640233845473094e+00
2	5.2000000000000002e-01	7.2646079982300449e-01
3	2.3200000000000004e-01	2.2973287392512096e-01
4	3.1840000000000002e-01	5.7125228199316633e-02
5	2.9766400000000004e-01	1.1720716310548327e-02
6	3.0181120000000006e-01	2.0484725914247386e-03
7	3.0110025142857150e-01	3.1195979177059679e-04
8	3.0120689371428577e-01	4.2105065708675877e-05
9	3.0119267474285721e-01	5.1035819551902830e-06
10	3.0119438101942864e-01	5.6145576445891227e-07
11	3.0119419488016630e-01	5.6548350411909035e-08
12	3.0119421349409253e-01	5.2520610751730938e-09
13	3.0119421177588396e-01	4.5259229286525655e-10
14	3.0119421192315898e-01	3.6378011621188830e-11
15	3.0119421191137696e-01	2.7396717148508315e-12
16	3.0119421191226059e-01	1.9407159877147161e-13
17	3.0119421191219820e-01	1.3085549394847564e-14
18	3.0119421191220236e-01	7.3721405041394733e-16
19	3.0119421191220208e-01	1.8430351260348683e-16
20	3.0119421191220208e-01	1.8430351260348683e-16
21	3.0119421191220208e-01	1.8430351260348683e-16
22	3.0119421191220208e-01	1.8430351260348683e-16
23	3.0119421191220208e-01	1.8430351260348683e-16
24	3.0119421191220208e-01	1.8430351260348683e-16
25	3.0119421191220208e-01	1.8430351260348683e-16
26	3.0119421191220208e-01	1.8430351260348683e-16
27	3.0119421191220208e-01	1.8430351260348683e-16
28	3.0119421191220208e-01	1.8430351260348683e-16
29	3.0119421191220208e-01	1.8430351260348683e-16
30	3.0119421191220208e-01	1.8430351260348683e-16
31	3.0119421191220208e-01	1.8430351260348683e-16
32	3.0119421191220208e-01	1.8430351260348683e-16
33	3.0119421191220208e-01	1.8430351260348683e-16
34	3.0119421191220208e-01	1.8430351260348683e-16
35	3.0119421191220208e-01	1.8430351260348683e-16
36	3.0119421191220208e-01	1.8430351260348683e-16
37	3.0119421191220208e-01	1.8430351260348683e-16
38	3.0119421191220208e-01	1.8430351260348683e-16
39	3.0119421191220208e-01	1.8430351260348683e-16
40	3.0119421191220208e-01	1.8430351260348683e-16
41	3.0119421191220208e-01	1.8430351260348683e-16
42	3.0119421191220208e-01	1.8430351260348683e-16
43	3.0119421191220208e-01	1.8430351260348683e-16
44	3.0119421191220208e-01	1.8430351260348683e-16
45	3.0119421191220208e-01	1.8430351260348683e-16
46	3.0119421191220208e-01	1.8430351260348683e-16
47	3.0119421191220208e-01	1.8430351260348683e-16
48	3.0119421191220208e-01	1.8430351260348683e-16
49	3.0119421191220208e-01	1.8430351260348683e-16
50	3.0119421191220208e-01	1.8430351260348683e-16
51	3.0119421191220208e-01	1.8430351260348683e-16
52	3.0119421191220208e-01	1.8430351260348683e-16
53	3.0119421191220208e-01	1.8430351260348683e-16
54	3.0119421191220208e-01	1.8430351260348683e-16
55	3.0119421191220208e-01	1.8430351260348683e-16
56	3.0119421191220208e-01	1.8430351260348683e-16
57	3.0119421191220208e-01	1.8430351260348683e-16
58	3.0119421191220208e-01	1.8430351260348683e-16
59	3.0119421191220208e-01	1.8430351260348683e-16
60	3.0119421191220208e-01	1.8430351260348683e-16
61	3.0119421191220208e-01	1.8430351260348683e-16
62	3.0119421191220208e-01	1.8430351260348683e-16
63	3.0119421191220208e-01	1.8430351260348683e-16
64	3.0119421191220208e-01	1.8430351260348683e-16
65	3.0119421191220208e-01	1.8430351260348683e-16
66	3.0119421191220208e-01	1.8430351260348683e-16
67	3.0119421191220208e-01	1.8430351260348683e-16
68	3.0119421191220208e-01	1.8430351260348683e-16
69	3.0119421191220208e-01	1.8430351260348683e-16
70	3.0119421191220208e-01	1.8430351260348683e-16
71	3.0119421191220208e-01	1.8430351260348683e-16
72	3.0119421191220208e-01	1.8430351260348683e-16
73	3.0119421191220208e-01	1.8430351260348683e-16
74	3.0119421191220208e-01	1.8430351260348683e-16
75	3.0119421191220208e-01	1.8430351260348683e-16
76	3.0119421191220208e-01	1.8430351260348683e-16
77	3.0119421191220208e-01	1.8430351260348683e-16
78	3.0119421191220208e-01	1.8430351260348683e-16
79	3.0119421191220208e-01	1.8430351260348683e-16
80	3.0119421191220208e-01	1.8430351260348683e-16
81	3.0119421191220208e-01	1.8430351260348683e-16
82	3.0119421191220208e-01	1.8430351260348683e-16
83	3.0119421191220208e-01	1.8430351260348683e-16
84	3.0119421191220208e-01	1.8430351260348683e-16
85	3.0119421191220208e-01	1.8430351260348683e-16
86	3.0119421191220208e-01	1.8430351260348683e-16
87	3.0119421191220208e-01	1.8430351260348683e-16
88	3.0119421191220208e-01	1.8430351260348683e-16
89	3.0119421191220208e-01	1.8430351260348683e-16
90	3.0119421191220208e-01	1.8430351260348683e-16
91	3.0119421191220208e-01	1.8430351260348683e-16
92	3.0119421191220208e-01	1.8430351260348683e-16
93	3.0119421191220208e-01	1.8430351260348683e-16
94	3.0119421191220208e-01	1.8430351260348683e-16
95	3.0119421191220208e-01	1.8430351260348683e-16
96	3.0119421191220208e-01	1.8430351260348683e-16
97	3.0119421191220208e-01	1.8430351260348683e-16
98	3.0119421191220208e-01	1.8430351260348683e-16
99	3.0119421191220208e-01	1.8430351260348683e-16
100	3.0119421191220208e-01	1.8430351260348683e-16
